,title,tagline,overview,genres,popularity,description
947,Silent Hill,We've been expecting you.,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",32.927994,weve expecting eerie deserted ghost town silent hill draws young mother desperate find cure childs illness unable accept doctors diagnosis daughter permanently institutionalized psychiatric care rose flees child heading abandoned town search answers ignoring protests husband soon clear place unlike anywhere shes ever smothered fog inhabited variety strange beings periodically overcome living darkness literally transforms everything touches rose searches little girl begins learn history strange town realizes daughter pawn larger game
948,The Replacements,Throw the ball. Catch the girl. Keep it simple.,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.","[{""id"": 35, ""name"": ""Comedy""}]",14.837288000000001,throw ball catch girl keep simple maverick oldguard coach jimmy mcginty hired wake players strike help washington sentinels advance playoffs impossible dream hinges whether replacements hunker job mcginty dusts secret dossier explayers never got chance screwed one given knits together baddream team guys may give sentinels title shot
949,American Reunion,Save the best piece for last.,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.","[{""id"": 35, ""name"": ""Comedy""}]",39.920035,save best piece last characters met little decade ago returning east great falls highschool reunion one longoverdue weekend discover changed hasnt time distance cant break bonds friendship summer 1999 four smalltown michigan boys began quest lose virginity years passed jim michelle married kevin vicky said goodbye oz heather grew apart finch still longs stiflers mom lifelong friends come home adults reminisce get inspired hormonal teens launched comedy legend
950,The Negotiator,He frees hostages for a living. Now he's taking hostages to survive.,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",28.725621000000004,frees hostages living hes taking hostages survive police try arrest expert hostage negotiator danny roman insists hes framed partners murder believes elaborate conspiracy thinking theres evidence internal affairs offices might clear takes everyone office hostage demands another wellknown negotiator brought handle situation secretly investigate conspiracy
951,Into the Storm,Prepare to go,"The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",20.566554,prepare go town silverton one day destroyed unprecedented power series tornadoes population mercy unpredictable deadly cyclones hunters warn worst yet come people find shelter go tornado one unique shot
952,Beverly Hills Cop III,,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",20.333953,back sunny southern california trail two murderers axel foley teams la cop billy rosewood soon discover amusement park used front massive counterfeiting ring run gang shot billys boss
953,Gremlins 2: The New Batch,Here they grow again.,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",33.98637,grow young sweethearts billy kate move big apple land jobs hightech office park soon reunite friendly lovable gizmo series accidents creates whole new generation gremlins situation worsens devilish green creatures invade topsecret laboratory develop genetically altered powers making even harder destroy
954,The Judge,Defend your Honor.,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.","[{""id"": 18, ""name"": ""Drama""}]",42.472324,defend honor successful lawyer returns hometown mothers funeral discover estranged father towns judge suspected murder
955,The Peacemaker,How do you get the world's attention?,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",15.931084,get worlds attention train carrying atomic warheads mysteriously crashes former soviet union nuclear specialist discovers accident really part plot cover theft weapons assigned help recover missing bombs crack special forces colonel
956,Resident Evil: Apocalypse,You're all going to die.,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",29.880121999999997,youre going die city locked quarantine alice joins small band elite soldiers enlisted rescue missing daughter creator mutating tvirus heartpounding race time group faces hordes blood thirsty zombies stealthy lickers mutant canines sinister foe yet
